premise,hypothesis,update,label,country/cultural group,topic,anchor_trigger,anchor_target,anchor_specification,match_trigger,match_target,match_specification,anchor_rule,match_rule,trigger_sim,target_sim,spec_sim,normad_anchor_idx,normad_match_idx
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a spain national.,weakener,spain,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately to express gratitude,It is respectful to wait to open a gift until the giver invites you to do so.,Open gifts immediately upon receiving them to express gratitude.,1.0,1.0,0.4664,418,920
Taylor attended a birthday celebration where they were handed a wrapped present by the host.,Open gifts immediately upon receiving them to express gratitude.,They are a spain national.,strengthener,spain,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately to express gratitude,It is respectful to wait to open a gift until the giver invites you to do so.,Open gifts immediately upon receiving them to express gratitude.,1.0,1.0,0.4664,418,920
Taylor attended a birthday celebration where they were handed a wrapped present by the host.,Open gifts immediately upon receiving them to express gratitude.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately to express gratitude,It is respectful to wait to open a gift until the giver invites you to do so.,Open gifts immediately upon receiving them to express gratitude.,1.0,1.0,0.4664,418,920
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately to thank the giver,It is respectful to wait to open a gift until the giver invites you to do so.,It is correct to open gifts immediately upon receiving them to thank the giver in person.,1.0,1.0,0.4701,418,921
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a spain national.,weakener,spain,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately to thank the giver,It is respectful to wait to open a gift until the giver invites you to do so.,It is correct to open gifts immediately upon receiving them to thank the giver in person.,1.0,1.0,0.4701,418,921
Sam received a wrapped box from a friend during a celebration.,It is correct to open gifts immediately upon receiving them to thank the giver in person.,They are a spain national.,strengthener,spain,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately to thank the giver,It is respectful to wait to open a gift until the giver invites you to do so.,It is correct to open gifts immediately upon receiving them to thank the giver in person.,1.0,1.0,0.4701,418,921
Sam received a wrapped box from a friend during a celebration.,It is correct to open gifts immediately upon receiving them to thank the giver in person.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately to thank the giver,It is respectful to wait to open a gift until the giver invites you to do so.,It is correct to open gifts immediately upon receiving them to thank the giver in person.,1.0,1.0,0.4701,418,921
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open it immediately to express gratitude,It is respectful to wait to open a gift until the giver invites you to do so.,"When receiving a gift, open it immediately to express gratitude and appreciation to the giver.",1.0,1.0,0.5037,418,64
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a spain national.,weakener,spain,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open it immediately to express gratitude,It is respectful to wait to open a gift until the giver invites you to do so.,"When receiving a gift, open it immediately to express gratitude and appreciation to the giver.",1.0,1.0,0.5037,418,64
"Jordan was handed a wrapped box during a celebration, and they prepared to unseal it as the host watched.","When receiving a gift, open it immediately to express gratitude and appreciation to the giver.",They are a spain national.,strengthener,spain,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open it immediately to express gratitude,It is respectful to wait to open a gift until the giver invites you to do so.,"When receiving a gift, open it immediately to express gratitude and appreciation to the giver.",1.0,1.0,0.5037,418,64
